block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,correct_action,accuracy,v_values,w_values,h_values,q_prediction_errors,v_prediction_errors,trial_total,prediction_errors,averaged_pe,h_values1,h_values2
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.47), np.float64(-0.5071)]",0,0,1,[np.float64(-0.0784)],[-0.02664931 -0.97335069],"[np.float64(-0.4611329862300472), np.float64(-0.5164250137699528)]","[np.float64(0.47), np.float64(-0.4929)]","[np.float64(0.0784), np.float64(-0.9216)]",3,"[np.float64(0.0784), np.float64(-0.9216), np.float64(0.47), np.float64(-0.4929)]",-0.216525,-0.4611329862300472,-0.5164250137699528
0,4,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.0), np.float64(-0.476503)]",0,0,1,[np.float64(-0.036864)],[ 0.04890107 -0.95109893],"[np.float64(0.0009780214317481654), np.float64(-0.48599491856825183)]","[np.float64(-1.0), np.float64(-0.523497)]","[np.float64(-0.963136), np.float64(-0.963136)]",4,"[np.float64(-0.963136), np.float64(-0.963136), np.float64(-1.0), np.float64(-0.523497)]",-0.86244225,0.0009780214317481654,-0.48599491856825183
0,4,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.071603), np.float64(0.0)]",0,0,1,[np.float64(0.0)],[0.99389052 0.00610948],"[np.float64(0.09004875036168135), np.float64(0.00012218963831867069)]","[np.float64(0.928397), np.float64(1.0)]","[np.float64(1.0), np.float64(1.0)]",4,"[np.float64(1.0), np.float64(1.0), np.float64(0.928397), np.float64(1.0)]",0.98209925,0.09004875036168135,0.00012218963831867069
0,3,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.07), np.float64(0.2491)]",1,0,0,[np.float64(0.038400000000000004)],[0.49014869 0.50985131],"[np.float64(0.07840297370541274), np.float64(0.25431502629458724)]","[np.float64(0.9299999999999999), np.float64(-0.2491)]","[np.float64(0.9616), np.float64(-0.038400000000000004)]",3,"[np.float64(0.9616), np.float64(-0.038400000000000004), np.float64(0.9299999999999999), np.float64(-0.2491)]",0.40102499999999996,0.07840297370541274,0.25431502629458724
0,4,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.2491), np.float64(-0.5416030000000001)]",0,0,1,[np.float64(-0.075264)],[-0.00923331 -0.99076669],"[np.float64(-0.24430266628405956), np.float64(-0.5505862737159405)]","[np.float64(0.2491), np.float64(-0.45839699999999994)]","[np.float64(0.075264), np.float64(-0.924736)]",4,"[np.float64(0.075264), np.float64(-0.924736), np.float64(0.2491), np.float64(-0.45839699999999994)]",-0.26469224999999996,-0.24430266628405956,-0.5505862737159405
0,4,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.1351), np.float64(0.132023)]",1,0,0,[np.float64(0.036864)],[0.72290683 0.27709317],"[np.float64(0.14685613668254646), np.float64(0.13492440331745353)]","[np.float64(0.8649), np.float64(-0.132023)]","[np.float64(0.963136), np.float64(-0.036864)]",4,"[np.float64(0.963136), np.float64(-0.036864), np.float64(0.8649), np.float64(-0.132023)]",0.41478725,0.14685613668254646,0.13492440331745353
0,5,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.132023), np.float64(-0.57369079)]",0,0,1,[np.float64(-0.07225344)],[ 3.08411889e-04 -9.99691588e-01],"[np.float64(-0.1293763717622279), np.float64(-0.5822108059622279)]","[np.float64(-0.867977), np.float64(-0.42630921)]","[np.float64(-0.92774656), np.float64(-0.92774656)]",5,"[np.float64(-0.92774656), np.float64(-0.92774656), np.float64(-0.867977), np.float64(-0.42630921)]",-0.7874448325,-0.1293763717622279,-0.5822108059622279
0,5,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.195643), np.float64(0.06997219)]",1,0,0,[np.float64(0.03538944)],[0.8506717 0.1493283],"[np.float64(0.20874357402260085), np.float64(0.07155931217739919)]","[np.float64(0.804357), np.float64(-0.06997219)]","[np.float64(0.96461056), np.float64(-0.03538944)]",5,"[np.float64(0.96461056), np.float64(-0.03538944), np.float64(0.804357), np.float64(-0.06997219)]",0.4159014825,0.20874357402260085,0.07155931217739919
0,6,0,State AB,"['B', 'A']",Reward,"[10.0, 0.0]","['75', '25']","[0, 1]","[np.float64(0.25194799), np.float64(0.037085260700000004)]",0,0,1,[np.float64(0.0339738624)],[0.92069562 0.07930438],"[np.float64(0.2653229426318721), np.float64(0.037929643054127916)]","[np.float64(-0.25194799), np.float64(0.9629147393)]","[np.float64(-0.0339738624), np.float64(0.9660261376)]",6,"[np.float64(-0.0339738624), np.float64(0.9660261376), np.float64(-0.25194799), np.float64(0.9629147393)]",0.410754756125,0.2653229426318721,0.037929643054127916
0,6,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.53997219), np.float64(-0.6035324347)]",0,0,1,[np.float64(-0.1093633024)],[-0.06272571 -0.93727429],"[np.float64(-0.5304272603537136), np.float64(-0.6102072718522864)]","[np.float64(0.53997219), np.float64(-0.39646756530000005)]","[np.float64(0.1093633024), np.float64(-0.8906366976)]",6,"[np.float64(0.1093633024), np.float64(-0.8906366976), np.float64(0.53997219), np.float64(-0.39646756530000005)]",-0.159442192625,-0.5304272603537136,-0.6102072718522864
0,5,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.47), np.float64(-0.51314779)]",0,0,1,[np.float64(-0.07538944)],[-0.04112007 -0.95887993],"[np.float64(-0.46142240131209755), np.float64(-0.5220624328879023)]","[np.float64(0.47), np.float64(-0.48685221)]","[np.float64(0.07538944), np.float64(-0.92461056)]",5,"[np.float64(0.07538944), np.float64(-0.92461056), np.float64(0.47), np.float64(-0.48685221)]",-0.2165183325,-0.46142240131209755,-0.5220624328879023
0,6,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.2491), np.float64(-0.5472274447)]",0,0,1,[np.float64(-0.0723738624)],[-0.01754232 -0.98245768],"[np.float64(-0.24446884644289507), np.float64(-0.5559320493631049)]","[np.float64(0.2491), np.float64(-0.45277255530000005)]","[np.float64(0.0723738624), np.float64(-0.9276261376)]",6,"[np.float64(0.0723738624), np.float64(-0.9276261376), np.float64(0.2491), np.float64(-0.45277255530000005)]",-0.264731207625,-0.24446884644289507,-0.5559320493631049
0,5,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.50794959), np.float64(0.07)]",0,0,1,[np.float64(0.04)],[0.5647691 0.4352309],"[np.float64(0.5090859802912971), np.float64(0.07730461790870287)]","[np.float64(0.49205041000000005), np.float64(-0.07)]","[np.float64(0.96), np.float64(-0.04)]",5,"[np.float64(0.96), np.float64(-0.04), np.float64(0.49205041000000005), np.float64(-0.07)]",0.3355126025,0.5090859802912971,0.07730461790870287
0,6,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.7392132827), np.float64(0.0651)]",0,0,1,[np.float64(0.0784)],[0.63240013 0.36759987],"[np.float64(0.7370770196975931), np.float64(0.07114999734840688)]","[np.float64(-0.7392132827), np.float64(-0.0651)]","[np.float64(-0.0784), np.float64(-0.0784)]",6,"[np.float64(-0.0784), np.float64(-0.0784), np.float64(-0.7392132827), np.float64(-0.0651)]",-0.24027832067500002,0.7370770196975931,0.07114999734840688
0,7,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.132023), np.float64(-0.5789215235709999)]",0,0,1,[np.float64(-0.069478907904)],[-0.00454817 -0.99545183],"[np.float64(-0.12947350340868072), np.float64(-0.5872521296908991)]","[np.float64(0.132023), np.float64(-0.4210784764290001)]","[np.float64(0.069478907904), np.float64(-0.930521092096)]",7,"[np.float64(0.069478907904), np.float64(-0.930521092096), np.float64(0.132023), np.float64(-0.4210784764290001)]",-0.28752441515525,-0.12947350340868072,-0.5872521296908991
0,7,0,State AB,"['B', 'A']",Reward,"[10.0, 0.0]","['75', '25']","[0, 1]","[np.float64(0.1335324347), np.float64(0.10448929245100003)]",0,0,1,[np.float64(0.032614907904)],[0.50169521 0.49830479],"[np.float64(0.1408956902900201), np.float64(0.11236560231795995)]","[np.float64(-0.1335324347), np.float64(0.895510707549)]","[np.float64(-0.032614907904), np.float64(0.967385092096)]",7,"[np.float64(-0.032614907904), np.float64(0.967385092096), np.float64(-0.1335324347), np.float64(0.895510707549)]",0.42418711426025,0.1408956902900201,0.11236560231795995
0,7,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.2861852607), np.float64(-0.631285164271)]",0,0,1,[np.float64(-0.104988770304)],[-0.02769175 -0.97230825],"[np.float64(-0.2810153904858929), np.float64(-0.6381056259856871)]","[np.float64(0.2861852607), np.float64(0.631285164271)]","[np.float64(0.104988770304), np.float64(0.104988770304)]",7,"[np.float64(0.104988770304), np.float64(0.104988770304), np.float64(0.2861852607), np.float64(0.631285164271)]",0.28186199139475,-0.2810153904858929,-0.6381056259856871
0,8,0,State AB,"['A', 'B']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.07077219039100001), np.float64(0.16717504197943003)]",0,0,1,[np.float64(0.03131031158784)],[0.27217389 0.72782611],"[np.float64(0.07480022435982998), np.float64(0.17838806336319146)]","[np.float64(0.929227809609), np.float64(0.83282495802057)]","[np.float64(0.96868968841216), np.float64(0.96868968841216)]",8,"[np.float64(0.96868968841216), np.float64(0.96868968841216), np.float64(0.929227809609), np.float64(0.83282495802057)]",0.9248580361134725,0.07480022435982998,0.17838806336319146
0,8,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.151678188171), np.float64(-0.58709520277203)]",0,0,1,[np.float64(-0.10078921949184)],[-0.01567216 -0.98432784],"[np.float64(-0.14895806753288574), np.float64(-0.5950398555912837)]","[np.float64(0.151678188171), np.float64(0.58709520277203)]","[np.float64(0.10078921949184), np.float64(0.10078921949184)]",8,"[np.float64(0.10078921949184), np.float64(0.10078921949184), np.float64(0.151678188171), np.float64(0.58709520277203)]",0.2350879574816775,-0.14895806753288574,-0.5950398555912837
0,7,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.391783039831), np.float64(0.06054300000000001)]",0,0,1,[np.float64(0.075264)],[0.67456518 0.32543482],"[np.float64(0.39743868271223337), np.float64(0.06584083632214661)]","[np.float64(0.608216960169), np.float64(-0.06054300000000001)]","[np.float64(0.924736), np.float64(-0.075264)]",7,"[np.float64(0.924736), np.float64(-0.075264), np.float64(0.608216960169), np.float64(-0.06054300000000001)]",0.34928649004225,0.39743868271223337,0.06584083632214661
0,8,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.06997219), np.float64(-0.6083970169210299)]",0,0,1,[np.float64(-0.06669975158784)],[ 0.00249091 -0.99750909],"[np.float64(-0.06852292809859381), np.float64(-0.6161792584812031)]","[np.float64(0.06997219), np.float64(0.6083970169210299)]","[np.float64(0.06669975158784), np.float64(0.06669975158784)]",8,"[np.float64(0.06669975158784), np.float64(0.06669975158784), np.float64(0.06997219), np.float64(0.6083970169210299)]",0.20294217752417748,-0.06852292809859381,-0.6161792584812031
0,8,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.67764501111043), np.float64(0.056304990000000006)]",0,0,1,[np.float64(0.11225344)],[0.75299803 0.24700197],"[np.float64(0.6791520714367816), np.float64(0.06011892965143986)]","[np.float64(0.32235498888957004), np.float64(-0.056304990000000006)]","[np.float64(0.88774656), np.float64(-0.11225344)]",8,"[np.float64(0.88774656), np.float64(-0.11225344), np.float64(0.32235498888957004), np.float64(-0.056304990000000006)]",0.26038577972239246,0.6791520714367816,0.06011892965143986
0,9,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.08038943973063001), np.float64(-0.5459985385779879)]",0,0,1,[np.float64(-0.0967576507121664)],[-0.00285437 -0.99714563],"[np.float64(-0.07883873834842647), np.float64(-0.555021480394019)]","[np.float64(0.08038943973063001), np.float64(0.5459985385779879)]","[np.float64(0.0967576507121664), np.float64(0.0967576507121664)]",9,"[np.float64(0.0967576507121664), np.float64(0.0967576507121664), np.float64(0.08038943973063001), np.float64(0.5459985385779879)]",0.20497581993323766,-0.07883873834842647,-0.555021480394019
0,9,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.8291518558885279), np.float64(0.052363640700000005)]",0,0,1,[np.float64(0.1477633024)],[0.85232253 0.14767747],"[np.float64(0.8296152692912612), np.float64(0.054269917365496176)]","[np.float64(0.1708481441114721), np.float64(0.9476363593)]","[np.float64(0.8522366976), np.float64(0.8522366976)]",9,"[np.float64(0.8522366976), np.float64(0.8522366976), np.float64(0.1708481441114721), np.float64(0.9476363593)]",0.705739474652868,0.8296152692912612,0.054269917365496176
0,9,0,State AB,"['B', 'A']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.5075092609072299), np.float64(0.22547278904086993)]",0,0,1,[np.float64(0.07005789912432639)],[0.20321745 0.79678255],"[np.float64(0.5014234246532392), np.float64(0.23689898429589862)]","[np.float64(-0.5075092609072299), np.float64(-0.22547278904086993)]","[np.float64(-0.07005789912432639), np.float64(-0.07005789912432639)]",9,"[np.float64(-0.07005789912432639), np.float64(-0.07005789912432639), np.float64(-0.5075092609072299), np.float64(-0.22547278904086993)]",-0.21827446204918816,0.5014234246532392,0.23689898429589862
0,10,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.26897990828083185), np.float64(0.20968969380800903)]",1,0,0,[np.float64(0.06725558315935333)],[0.20857621 0.79142379],"[np.float64(0.2677718342784804), np.float64(0.22132437576858374)]","[np.float64(0.7310200917191682), np.float64(-0.20968969380800903)]","[np.float64(0.9327444168406467), np.float64(-0.06725558315935333)]",10,"[np.float64(0.9327444168406467), np.float64(-0.06725558315935333), np.float64(0.7310200917191682), np.float64(-0.20968969380800903)]",0.34670480789811314,0.2677718342784804,0.22132437576858374
0,9,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.037085260700000004), np.float64(-0.5658092257365578)]",0,0,1,[np.float64(-0.0640317615243264)],[ 0.01173317 -0.98826683],"[np.float64(-0.036108892076970434), np.float64(-0.5742583778127971)]","[np.float64(0.037085260700000004), np.float64(-0.4341907742634422)]","[np.float64(0.0640317615243264), np.float64(-0.9359682384756736)]",9,"[np.float64(0.0640317615243264), np.float64(-0.9359682384756736), np.float64(0.037085260700000004), np.float64(-0.4341907742634422)]",-0.31726049762869735,-0.036108892076970434,-0.5742583778127971
0,10,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.019655188171000003), np.float64(-0.5962025799349987)]",0,0,1,[np.float64(-0.06147049106335334)],[ 0.01106148 -0.98893852],"[np.float64(-0.01904085485759221), np.float64(-0.6040572987863109)]","[np.float64(0.019655188171000003), np.float64(-0.4037974200650013)]","[np.float64(0.06147049106335334), np.float64(-0.9385295089366467)]",10,"[np.float64(0.06147049106335334), np.float64(-0.9385295089366467), np.float64(0.019655188171000003), np.float64(-0.4037974200650013)]",-0.31530031244182366,-0.01904085485759221,-0.6040572987863109
0,10,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.9094504836209198), np.float64(0.11869818585100002)]",0,0,1,[np.float64(0.181852770304)],[0.52237664 0.47762336],"[np.float64(0.9017090067437499), np.float64(0.12587668933873156)]","[np.float64(0.09054951637908015), np.float64(0.881301814149)]","[np.float64(0.818147229696), np.float64(0.818147229696)]",10,"[np.float64(0.818147229696), np.float64(0.818147229696), np.float64(0.09054951637908015), np.float64(0.881301814149)]",0.65203644748002,0.9017090067437499,0.12587668933873156
0,10,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.042606403057233906), np.float64(-0.5077786408775287)]",0,0,1,[np.float64(-0.09288734468367973)],[ 0.01052784 -0.98947216],"[np.float64(-0.041543718228475454), np.float64(-0.5174125112923643)]","[np.float64(0.042606403057233906), np.float64(-0.49222135912247134)]","[np.float64(0.09288734468367973), np.float64(-0.9071126553163202)]",10,"[np.float64(0.09288734468367973), np.float64(-0.9071126553163202), np.float64(0.042606403057233906), np.float64(-0.49222135912247134)]",-0.31596006667446946,-0.041543718228475454,-0.5174125112923643
0,11,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.02258139362033397), np.float64(-0.5422341360161017)]",0,0,1,[np.float64(-0.08917185089633255)],[ 0.01261204 -0.98738796],"[np.float64(-0.02187752502613969), np.float64(-0.5511372125739921)]","[np.float64(0.02258139362033397), np.float64(-0.4577658639838983)]","[np.float64(0.08917185089633255), np.float64(-0.9108281491036675)]",11,"[np.float64(0.08917185089633255), np.float64(-0.9108281491036675), np.float64(0.02258139362033397), np.float64(-0.4577658639838983)]",-0.31421019214272483,-0.02187752502613969,-0.5511372125739921
0,11,0,State CD,"['D', 'C']",Reward,"[10.0, 0.0]","['75', '25']","[0, 1]","[np.float64(0.9520087563190875), np.float64(0.18038931284143003)]",0,0,1,[np.float64(0.21457865949184)],[0.34737441 0.65262559],"[np.float64(0.9399160693101208), np.float64(0.18983403846718633)]","[np.float64(-0.9520087563190875), np.float64(0.81961068715857)]","[np.float64(-0.21457865949184), np.float64(0.78542134050816)]",11,"[np.float64(-0.21457865949184), np.float64(0.78542134050816), np.float64(-0.9520087563190875), np.float64(0.81961068715857)]",0.10961115296395063,0.9399160693101208,0.18983403846718633
0,11,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.32015131470117364), np.float64(0.11113553771824479)]",0,0,1,[np.float64(0.0645653598329792)],[0.56358138 0.43641862],"[np.float64(0.32501991594327395), np.float64(0.11764119942775608)]","[np.float64(0.6798486852988264), np.float64(-0.11113553771824479)]","[np.float64(0.9354346401670208), np.float64(-0.0645653598329792)]",11,"[np.float64(0.9354346401670208), np.float64(-0.0645653598329792), np.float64(0.6798486852988264), np.float64(-0.11113553771824479)]",0.3598956069786558,0.32501991594327395,0.11764119942775608
0,12,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.5045646408491165), np.float64(0.23776206094252994)]",0,0,1,[np.float64(0.20599551311216638)],[0.19390966 0.80609034],"[np.float64(0.4983515412162693), np.float64(0.24912862653954418)]","[np.float64(0.49543535915088355), np.float64(0.7622379390574701)]","[np.float64(0.7940044868878336), np.float64(0.7940044868878336)]",12,"[np.float64(0.7940044868878336), np.float64(0.7940044868878336), np.float64(0.49543535915088355), np.float64(0.7622379390574701)]",0.7114205679960053,0.4983515412162693,0.24912862653954418
0,12,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.011968138618777005), np.float64(-0.5742777464949747)]",0,0,1,[np.float64(-0.08560497686047924)],[ 0.01348505 -0.98651495],"[np.float64(-0.011459074856212661), np.float64(-0.5825224905748864)]","[np.float64(0.011968138618777005), np.float64(-0.42572225350502535)]","[np.float64(0.08560497686047924), np.float64(-0.9143950231395208)]",12,"[np.float64(0.08560497686047924), np.float64(-0.9143950231395208), np.float64(0.011968138618777005), np.float64(-0.42572225350502535)]",-0.3106360402913225,-0.011459074856212661,-0.5825224905748864
0,12,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.639680196791622), np.float64(0.10335605007796765)]",0,0,1,[np.float64(0.10198274543966004)],[0.64271695 0.35728305],"[np.float64(0.6397409319526667), np.float64(0.10843458997953129)]","[np.float64(0.360319803208378), np.float64(-0.10335605007796765)]","[np.float64(0.89801725456034), np.float64(-0.10198274543966004)]",12,"[np.float64(0.89801725456034), np.float64(-0.10198274543966004), np.float64(0.360319803208378), np.float64(-0.10335605007796765)]",0.2632495655627726,0.6397409319526667,0.10843458997953129
0,11,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.010417249730630003), np.float64(-0.6244683993395488)]",0,0,1,[np.float64(-0.05901167142081921)],[ 0.01049659 -0.98950341],"[np.float64(-0.009998972911411594), np.float64(-0.631769099528152)]","[np.float64(0.010417249730630003), np.float64(0.6244683993395488)]","[np.float64(0.05901167142081921), np.float64(0.05901167142081921)]",11,"[np.float64(0.05901167142081921), np.float64(0.05901167142081921), np.float64(0.010417249730630003), np.float64(0.6244683993395488)]",0.18822724797795432,-0.009998972911411594,-0.631769099528152
0,12,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[-1, 0]","[np.float64(-0.005521142357233902), np.float64(-0.5807556113857804)]",0,0,1,[np.float64(-0.05665120456398644)],[ 0.018986 -0.981014],"[np.float64(-0.0050309995665552614), np.float64(-0.5887607792145308)]","[np.float64(-0.9944788576427661), np.float64(0.5807556113857804)]","[np.float64(-0.9433487954360136), np.float64(0.05665120456398644)]",12,"[np.float64(-0.9433487954360136), np.float64(0.05665120456398644), np.float64(-0.9944788576427661), np.float64(0.5807556113857804)]",-0.3251052092822532,-0.0050309995665552614,-0.5887607792145308
0,13,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.47292620544933395), np.float64(-0.5401027185887757)]",0,0,1,[np.float64(-0.09438515638142697)],[-0.10005311 -0.89994689],"[np.float64(-0.4654687434625013), np.float64(-0.5472996020948462)]","[np.float64(0.47292620544933395), np.float64(-0.4598972814112243)]","[np.float64(0.09438515638142697), np.float64(-0.905614843618573)]",13,"[np.float64(0.09438515638142697), np.float64(-0.905614843618573), np.float64(0.47292620544933395), np.float64(-0.4598972814112243)]",-0.1995501907997591,-0.4654687434625013,-0.5472996020948462
